"sample.date","treatment","replicate","disturbed","fertilized","biomass","year","centered.year","log.biomass","fert.code","dist.code"
"8/2/11","T7","R3","not.disturbed","no.fert",47.9105882352941,2011,10.9041322314049,3.86933652874272,0,0
"8/2/11","T7","R4","not.disturbed","no.fert",32.2555555555556,2011,10.9041322314049,3.47369029369436,0,0
"8/2/11","T7","R1","not.disturbed","fert",63.5013333333333,2011,10.9041322314049,4.15106090305353,1,0
"8/2/11","T7","R2","not.disturbed","fert",124.365833333333,2011,10.9041322314049,4.8232274909201,1,0
"8/2/11","T7","R3","not.disturbed","fert",59.5215384615385,2011,10.9041322314049,4.08633823799889,1,0
"8/2/11","T7","R4","not.disturbed","fert",59.84,2011,10.9041322314049,4.09167433366622,1,0
"8/20/02","T7","R1","disturbed","no.fert",15.1178571428571,2002,1.9041322314049,2.71587663735167,0,1
"8/20/02","T7","R2","disturbed","no.fert",23.7666666666667,2002,1.9041322314049,3.16828403875214,0,1
"8/20/02","T7","R3","disturbed","no.fert",19.996875,2002,1.9041322314049,2.99557601134569,0,1
"8/20/02","T7","R4","disturbed","no.fert",27.0144736842105,2002,1.9041322314049,3.29637278475239,0,1
"8/20/02","T7","R1","disturbed","fert",34.3052941176471,2002,1.9041322314049,3.53529968971482,1,1
"8/20/02","T7","R2","disturbed","fert",58.7684615384615,2002,1.9041322314049,4.07360534261409,1,1
"8/20/02","T7","R3","disturbed","fert",54.1709090909091,2002,1.9041322314049,3.99214403171302,1,1
"8/20/02","T7","R4","disturbed","fert",50.666,2002,1.9041322314049,3.92525507419686,1,1
"8/20/98","T7","R2","disturbed","no.fert",19.2783333333333,1998,-2.0958677685951,2.95898184007926,0,1
"8/20/98","T7","R3","disturbed","no.fert",27.788125,1998,-2.0958677685951,3.32460877116513,0,1
"8/20/98","T7","R5","disturbed","no.fert",47.34625,1998,-2.0958677685951,3.85748761903012,0,1
"8/20/98","T7","R2","disturbed","fert",93.968,1998,-2.0958677685951,4.54295429878016,1,1
"8/20/98","T7","R3","disturbed","fert",75.994,1998,-2.0958677685951,4.3306543898014,1,1
"8/20/98","T7","R5","disturbed","fert",196.765,1998,-2.0958677685951,5.28201012327331,1,1
"8/21/02","T7","R5","disturbed","no.fert",47.5013333333333,2002,1.9041322314049,3.86075778082207,0,1
"8/21/02","T7","R6","disturbed","no.fert",17.9877777777778,2002,1.9041322314049,2.8896925149172,0,1
"8/21/02","T7","R5","disturbed","fert",100.69,2002,1.9041322314049,4.61204648992752,1,1
"8/21/02","T7","R6","disturbed","fert",47.163125,2002,1.9041322314049,3.85361233725669,1,1
"8/21/07","T7","R1","disturbed","no.fert",14.913125,2007,6.9041322314049,2.70224169769415,0,1
"8/21/07","T7","R2","disturbed","no.fert",14.7097058823529,2007,6.9041322314049,2.68850754001189,0,1
"8/21/07","T7","R3","disturbed","no.fert",28.8881818181818,2007,6.9041322314049,3.3634325778553,0,1
"8/21/07","T7","R4","disturbed","no.fert",15.0373333333333,2007,6.9041322314049,2.71053599783677,0,1
"8/21/07","T7","R5","disturbed","no.fert",43.6836363636364,2007,6.9041322314049,3.7769735780548,0,1
"8/21/07","T7","R6","disturbed","no.fert",24.416,2007,6.9041322314049,3.19523865510205,0,1
"8/21/07","T7","R1","disturbed","fert",19.778125,2007,6.9041322314049,2.98457652898153,1,1
"8/21/07","T7","R2","disturbed","fert",38.5140625,2007,6.9041322314049,3.6510234343429,1,1
"8/21/07","T7","R3","disturbed","fert",39.267,2007,6.9041322314049,3.67038447147769,1,1
"8/21/07","T7","R4","disturbed","fert",30.3109090909091,2007,6.9041322314049,3.41150768372151,1,1
"8/21/07","T7","R5","disturbed","fert",56.0254545454545,2007,6.9041322314049,4.0258061329152,1,1
"8/21/07","T7","R6","disturbed","fert",32.85,2007,6.9041322314049,3.49195174493062,1,1
"8/21/12","T7","R1","disturbed","no.fert",34.7533333333333,2012,11.9041322314049,3.54827549067185,0,1
"8/21/12","T7","R2","disturbed","no.fert",43.0257142857143,2012,11.9041322314049,3.76179794360336,0,1
"8/21/12","T7","R3","disturbed","no.fert",39.1566666666667,2012,11.9041322314049,3.66757069316769,0,1
"8/21/12","T7","R4","disturbed","no.fert",47.1866666666667,2012,11.9041322314049,3.85411136680915,0,1
"8/21/12","T7","R5","disturbed","no.fert",73.5375,2012,11.9041322314049,4.29779548019057,0,1
"8/21/12","T7","R6","disturbed","no.fert",50.2557142857143,2012,11.9041322314049,3.91712425760253,0,1
"8/21/12","T7","R1","disturbed","fert",34.5605555555556,2012,11.9041322314049,3.54271301890953,1,1
"8/21/12","T7","R2","disturbed","fert",54.225,2012,11.9041322314049,3.99314205671294,1,1
"8/21/12","T7","R3","disturbed","fert",31.98375,2012,11.9041322314049,3.46522796131929,1,1
"8/21/12","T7","R4","disturbed","fert",58.34375,2012,11.9041322314049,4.066352240742,1,1
"8/21/12","T7","R5","disturbed","fert",89.845,2012,11.9041322314049,4.49808596337842,1,1
"8/21/12","T7","R6","disturbed","fert",55.5425,2012,11.9041322314049,4.01714849346915,1,1
"8/21/98","T7","R1","disturbed","no.fert",21.6686666666667,1998,-2.0958677685951,3.07586728465974,0,1
"8/21/98","T7","R1","disturbed","fert",94.0561111111111,1998,-2.0958677685951,4.54389153089407,1,1
"8/22/05","T7","R1","disturbed","no.fert",25.5078571428571,2005,4.9041322314049,3.23898652795346,0,1
"8/22/05","T7","R2","disturbed","no.fert",28.9694736842105,2005,4.9041322314049,3.36624264400182,0,1
"8/22/05","T7","R3","disturbed","no.fert",39.6,2005,4.9041322314049,3.67882911826043,0,1
"8/22/05","T7","R4","disturbed","no.fert",40.5108333333333,2005,4.9041322314049,3.70156942805543,0,1
"8/22/05","T7","R5","disturbed","no.fert",57.0883333333333,2005,4.9041322314049,4.04459977587921,0,1
"8/22/05","T7","R6","disturbed","no.fert",31.6182352941176,2005,4.9041322314049,3.4537340204237,0,1
"8/22/05","T7","R1","disturbed","fert",50.47,2005,4.9041322314049,3.92137910035217,1,1
"8/22/05","T7","R2","disturbed","fert",92.5784615384615,2005,4.9041322314049,4.52805651782043,1,1
"8/22/05","T7","R3","disturbed","fert",68.921,2005,4.9041322314049,4.23296092113079,1,1
"8/22/05","T7","R4","disturbed","fert",81.6463636363636,2005,4.9041322314049,4.40239728243407,1,1
"8/22/05","T7","R5","disturbed","fert",114.323,2005,4.9041322314049,4.73902777540466,1,1
"8/22/05","T7","R6","disturbed","fert",88.3733333333333,2005,4.9041322314049,4.48157026501014,1,1
"8/22/94","T7","R2","not.disturbed","no.fert",126.941428571429,1994,-6.0958677685951,4.84372578772573,0,0
"8/22/94","T7","R3","not.disturbed","no.fert",62.5216666666667,1994,-6.0958677685951,4.13551316333402,0,0
"8/22/94","T7","R5","not.disturbed","no.fert",28.6935714285714,1994,-6.0958677685951,3.35667310563977,0,0
"8/22/94","T7","R2","not.disturbed","fert",93.2081818181818,1994,-6.0958677685951,4.53483550558716,1,0
"8/22/94","T7","R3","not.disturbed","fert",288.012,1994,-6.0958677685951,5.66300214593458,1,0
"8/22/94","T7","R5","not.disturbed","fert",124.86375,1994,-6.0958677685951,4.82722314282027,1,0
"8/23/94","T7","R1","not.disturbed","no.fert",21.7954545454545,1994,-6.0958677685951,3.08170144096518,0,0
"8/23/94","T7","R4","not.disturbed","no.fert",20.0775,1994,-6.0958677685951,2.99959978508048,0,0
"8/23/94","T7","R6","not.disturbed","no.fert",53.205,1994,-6.0958677685951,3.97415237689369,0,0
"8/23/94","T7","R1","not.disturbed","fert",95.4911111111111,1994,-6.0958677685951,4.55903316578415,1,0
"8/23/94","T7","R4","not.disturbed","fert",57.8109090909091,1994,-6.0958677685951,4.05717749646649,1,0
"8/23/94","T7","R6","not.disturbed","fert",74.119,1994,-6.0958677685951,4.30567190969096,1,0
"8/24/98","T7","R6","disturbed","no.fert",20.7852941176471,1998,-2.0958677685951,3.03424572308065,0,1
"8/24/98","T7","R6","disturbed","fert",78.898,1998,-2.0958677685951,4.36815587898809,1,1
"8/28/00","T7","R1","disturbed","no.fert",17.7986956521739,2000,-0.0958677685950988,2.87912517664532,0,1
"8/28/00","T7","R2","disturbed","no.fert",23.2459090909091,2000,-0.0958677685950988,3.14612916347263,0,1
"8/28/00","T7","R3","disturbed","no.fert",36.8141666666667,2000,-0.0958677685950988,3.60588273486346,0,1
"8/28/00","T7","R4","disturbed","no.fert",18.5029411764706,2000,-0.0958677685950988,2.91792970195982,0,1
"8/28/00","T7","R5","disturbed","no.fert",61.5475,2000,-0.0958677685950988,4.11980923442131,0,1
"8/28/00","T7","R6","disturbed","no.fert",18.1819047619048,2000,-0.0958677685950988,2.90042685564309,0,1
"8/28/00","T7","R1","disturbed","fert",55.9507692307692,2000,-0.0958677685950988,4.02447218320264,1,1
"8/28/00","T7","R2","disturbed","fert",122.654444444444,2000,-0.0958677685950988,4.8093710068555,1,1
"8/28/00","T7","R3","disturbed","fert",109.7275,2000,-0.0958677685950988,4.69800001954805,1,1
"8/28/00","T7","R4","disturbed","fert",57.25,2000,-0.0958677685950988,4.04742764243435,1,1
"8/28/00","T7","R5","disturbed","fert",263.7375,2000,-0.0958677685950988,5.57495429030225,1,1
"8/28/00","T7","R6","disturbed","fert",112.143636363636,2000,-0.0958677685950988,4.7197805171685,1,1
"8/28/06","T7","R1","disturbed","no.fert",20.5513333333333,2006,5.9041322314049,3.02292582123812,0,1
"8/28/06","T7","R2","disturbed","no.fert",18.9702631578947,2006,5.9041322314049,2.94287265616988,0,1
"8/28/06","T7","R3","disturbed","no.fert",48.585,2006,5.9041322314049,3.8833148412914,0,1
"8/28/06","T7","R4","disturbed","no.fert",29.2813888888889,2006,5.9041322314049,3.37695212269793,0,1
"8/28/06","T7","R5","disturbed","no.fert",55.5170833333333,2006,5.9041322314049,4.01669078119709,0,1
"8/28/06","T7","R6","disturbed","no.fert",28.8305555555556,2006,5.9041322314049,3.36143578151513,0,1
"8/28/06","T7","R1","disturbed","fert",37.4185714285714,2006,5.9041322314049,3.62216714343551,1,1
"8/28/06","T7","R2","disturbed","fert",64.71,2006,5.9041322314049,4.16991574906918,1,1
"8/28/06","T7","R3","disturbed","fert",56.2964285714286,2006,5.9041322314049,4.03063109745729,1,1
"8/28/06","T7","R4","disturbed","fert",59.17,2006,5.9041322314049,4.0804146566886,1,1
"8/28/06","T7","R5","disturbed","fert",94.739,2006,5.9041322314049,4.55112574223618,1,1
"8/28/06","T7","R6","disturbed","fert",63.3425,2006,5.9041322314049,4.14855650986112,1,1
"8/3/00","T7","R1","not.disturbed","no.fert",46.8563157894737,2000,-0.0958677685950988,3.84708580833865,0,0
"8/3/00","T7","R2","not.disturbed","no.fert",44.0855,2000,-0.0958677685950988,3.78613093020088,0,0
"8/3/00","T7","R3","not.disturbed","no.fert",46.0452173913043,2000,-0.0958677685950988,3.82962390044146,0,0
"8/3/00","T7","R4","not.disturbed","no.fert",33.1388888888889,2000,-0.0958677685950988,3.50070748364181,0,0
"8/3/00","T7","R1","not.disturbed","fert",89.4366666666667,2000,-0.0958677685950988,4.49353073977967,1,0
"8/3/00","T7","R2","not.disturbed","fert",65.2415,2000,-0.0958677685950988,4.17809576951793,1,0
"8/3/00","T7","R3","not.disturbed","fert",77.4013333333333,2000,-0.0958677685950988,4.34900400697616,1,0
"8/3/00","T7","R4","not.disturbed","fert",58.0805882352941,2000,-0.0958677685950988,4.0618314984834,1,0
"8/3/04","T7","R1","not.disturbed","no.fert",45.4,2004,3.9041322314049,3.8155121050473,0,0
"8/3/04","T7","R2","not.disturbed","no.fert",66.9744736842105,2004,3.9041322314049,4.20431155700801,0,0
"8/3/04","T7","R3","not.disturbed","no.fert",64.0692857142857,2004,3.9041322314049,4.15996508706819,0,0
"8/3/04","T7","R4","not.disturbed","no.fert",40.3788235294118,2004,3.9041322314049,3.69830547747789,0,0
"8/3/04","T7","R5","not.disturbed","no.fert",45.0388888888889,2004,3.9041322314049,3.8075263140975,0,0
"8/3/04","T7","R6","not.disturbed","no.fert",24.0254545454545,2004,3.9041322314049,3.17911387436331,0,0
"8/3/04","T7","R1","not.disturbed","fert",99.4,2004,3.9041322314049,4.59915211366253,1,0
"8/3/04","T7","R2","not.disturbed","fert",83.0192307692308,2004,3.9041322314049,4.41907227697405,1,0
"8/3/04","T7","R3","not.disturbed","fert",90.83375,2004,3.9041322314049,4.50903091258063,1,0
"8/3/04","T7","R4","not.disturbed","fert",105.225,2004,3.9041322314049,4.65610091465663,1,0
"8/3/04","T7","R5","not.disturbed","fert",51.6083333333333,2004,3.9041322314049,3.94368315815602,1,0
"8/3/04","T7","R6","not.disturbed","fert",88.79,2004,3.9041322314049,4.48627403104424,1,0
"8/3/11","T7","R5","not.disturbed","no.fert",28.995652173913,2011,10.9041322314049,3.36714589370911,0,0
"8/3/11","T7","R6","not.disturbed","no.fert",23.8159090909091,2011,10.9041322314049,3.17035380656263,0,0
"8/3/11","T7","R5","not.disturbed","fert",43.7379166666667,2011,10.9041322314049,3.77821538417982,1,0
"8/3/11","T7","R6","not.disturbed","fert",111.161111111111,2011,10.9041322314049,4.71098060042628,1,0
"8/3/99","T7","R1","not.disturbed","no.fert",30.15625,1999,-1.0958677685951,3.40639219853926,0,0
"8/3/99","T7","R2","not.disturbed","no.fert",54.8555555555556,1999,-1.0958677685951,4.0047034679286,0,0
"8/3/99","T7","R3","not.disturbed","no.fert",72.8907692307692,1999,-1.0958677685951,4.28896200864848,0,0
"8/3/99","T7","R4","not.disturbed","no.fert",43.4438461538462,1999,-1.0958677685951,3.77146921115947,0,0
"8/3/99","T7","R5","not.disturbed","no.fert",31.6241666666667,1999,-1.0958677685951,3.45392159623937,0,0
"8/3/99","T7","R6","not.disturbed","no.fert",34.6284615384615,1999,-1.0958677685951,3.54467593174055,0,0
"8/3/99","T7","R1","not.disturbed","fert",109.437142857143,1999,-1.0958677685951,4.69535034659945,1,0
"8/3/99","T7","R2","not.disturbed","fert",77.13,1999,-1.0958677685951,4.34549230994591,1,0
"8/3/99","T7","R3","not.disturbed","fert",85.4184615384615,1999,-1.0958677685951,4.44756225469694,1,0
"8/3/99","T7","R4","not.disturbed","fert",66.8107692307692,1999,-1.0958677685951,4.20186428357817,1,0
"8/3/99","T7","R5","not.disturbed","fert",39.3307692307692,1999,-1.0958677685951,3.67200714462442,1,0
"8/3/99","T7","R6","not.disturbed","fert",63.9414285714286,1999,-1.0958677685951,4.15796748575666,1,0
"8/30/10","T7","R1","disturbed","no.fert",21.675625,2010,9.9041322314049,3.07618835731432,0,1
"8/30/10","T7","R2","disturbed","no.fert",21.6788235294118,2010,9.9041322314049,3.0763359098505,0,1
"8/30/10","T7","R3","disturbed","no.fert",26.8969230769231,2010,9.9041322314049,3.29201189630797,0,1
"8/30/10","T7","R4","disturbed","no.fert",27.8978571428571,2010,9.9041322314049,3.32854988096216,0,1
"8/30/10","T7","R5","disturbed","no.fert",69.0246153846154,2010,9.9041322314049,4.23446318568357,0,1
"8/30/10","T7","R6","disturbed","no.fert",36.2665625,2010,9.9041322314049,3.59089617350696,0,1
"8/30/10","T7","R1","disturbed","fert",68.7483333333333,2010,9.9041322314049,4.23045249382859,1,1
"8/30/10","T7","R2","disturbed","fert",114.907272727273,2010,9.9041322314049,4.74412547899844,1,1
"8/30/10","T7","R3","disturbed","fert",74.6018181818182,2010,9.9041322314049,4.31216487932314,1,1
"8/30/10","T7","R4","disturbed","fert",72.9741666666667,2010,9.9041322314049,4.2901054972391,1,1
"8/30/10","T7","R5","disturbed","fert",126.668181818182,2010,9.9041322314049,4.84157092570327,1,1
"8/30/10","T7","R6","disturbed","fert",77.3466666666667,2010,9.9041322314049,4.34829748192975,1,1
"8/31/09","T7","R1","disturbed","no.fert",12.5764705882353,2009,8.9041322314049,2.53182765453473,0,1
"8/31/09","T7","R2","disturbed","no.fert",17.3911764705882,2009,8.9041322314049,2.85596297821062,0,1
"8/31/09","T7","R3","disturbed","no.fert",27.1405,2009,8.9041322314049,3.30102707722892,0,1
"8/31/09","T7","R4","disturbed","no.fert",20.3282352941176,2009,8.9041322314049,3.01201082082876,0,1
"8/31/09","T7","R5","disturbed","no.fert",30.7576923076923,2009,8.9041322314049,3.42614011931636,0,1
"8/31/09","T7","R6","disturbed","no.fert",17.0818181818182,2009,8.9041322314049,2.83801463362105,0,1
"8/31/09","T7","R1","disturbed","fert",31.510625,2009,8.9041322314049,3.4503247905455,1,1
"8/31/09","T7","R2","disturbed","fert",70.2453125,2009,8.9041322314049,4.25199358000893,1,1
"8/31/09","T7","R3","disturbed","fert",58.9815384615385,2009,8.9041322314049,4.07722448750842,1,1
"8/31/09","T7","R4","disturbed","fert",65.5692307692308,2009,8.9041322314049,4.18310654276293,1,1
"8/31/09","T7","R5","disturbed","fert",121.432727272727,2009,8.9041322314049,4.79936042444233,1,1
"8/31/09","T7","R6","disturbed","fert",64.9176666666667,2009,8.9041322314049,4.17311980032867,1,1
"8/4/97","T7","R1","not.disturbed","no.fert",45.0646153846154,1997,-3.0958677685951,3.80809735729128,0,0
"8/4/97","T7","R2","not.disturbed","no.fert",34.7594736842105,1997,-3.0958677685951,3.54845215886169,0,0
"8/4/97","T7","R3","not.disturbed","no.fert",32.5423529411765,1997,-3.0958677685951,3.48254240837082,0,0
"8/4/97","T7","R4","not.disturbed","no.fert",24.7995,1997,-3.0958677685951,3.21082349167737,0,0
"8/4/97","T7","R1","not.disturbed","fert",121.741176470588,1997,-3.0958677685951,4.8018972868156,1,0
"8/4/97","T7","R2","not.disturbed","fert",29.9,1997,-3.0958677685951,3.39785848039664,1,0
"8/4/97","T7","R4","not.disturbed","fert",26.7129166666667,1997,-3.0958677685951,3.28514721871423,1,0
"8/5/91","T7","R1","not.disturbed","no.fert",94.4761904761905,1991,-9.0958677685951,4.5483478501214,0,0
"8/5/91","T7","R2","not.disturbed","no.fert",298.513888875,1991,-9.0958677685951,5.69881646064469,0,0
"8/5/91","T7","R3","not.disturbed","no.fert",184.456790124815,1991,-9.0958677685951,5.21741523618601,0,0
"8/5/91","T7","R4","not.disturbed","no.fert",207.55555558,1991,-9.0958677685951,5.33539904157034,0,0
"8/5/91","T7","R5","not.disturbed","no.fert",74.0634920647619,1991,-9.0958677685951,4.30492272620699,0,0
"8/5/91","T7","R6","not.disturbed","no.fert",1123.38888888333,1991,-9.0958677685951,7.02410518943462,0,0
"8/5/91","T7","R1","not.disturbed","fert",816.999999798333,1991,-9.0958677685951,6.70563909461316,1,0
"8/5/91","T7","R2","not.disturbed","fert",203.308642002222,1991,-9.0958677685951,5.31472522834973,1,0
"8/5/91","T7","R3","not.disturbed","fert",88.8518518519444,1991,-9.0958677685951,4.48697039683641,1,0
"8/5/91","T7","R4","not.disturbed","fert",108.422222233333,1991,-9.0958677685951,4.686033070148,1,0
"8/5/91","T7","R5","not.disturbed","fert",113.722222231389,1991,-9.0958677685951,4.73375882784573,1,0
"8/5/91","T7","R6","not.disturbed","fert",198.58730157,1991,-9.0958677685951,5.29122880983874,1,0
"8/5/91","T7","R1","disturbed","no.fert",177.126984127143,1991,-9.0958677685951,5.17686689979506,0,1
"8/5/91","T7","R2","disturbed","no.fert",295.20634922381,1991,-9.0958677685951,5.68767460070576,0,1
"8/5/91","T7","R3","disturbed","no.fert",397.583333308333,1991,-9.0958677685951,5.98540455566523,0,1
"8/5/91","T7","R4","disturbed","no.fert",170.469135765556,1991,-9.0958677685951,5.13855425843423,0,1
"8/5/91","T7","R5","disturbed","no.fert",359.412698446191,1991,-9.0958677685951,5.88447130607417,0,1
"8/5/91","T7","R6","disturbed","no.fert",266.2777777625,1991,-9.0958677685951,5.58454004120609,0,1
"8/5/91","T7","R1","disturbed","fert",1286.66666670333,1991,-9.0958677685951,7.15981017381926,1,1
"8/5/91","T7","R2","disturbed","fert",612.571428588572,1991,-9.0958677685951,6.41766555372331,1,1
"8/5/91","T7","R3","disturbed","fert",598.962962926111,1991,-9.0958677685951,6.39519976469481,1,1
"8/5/91","T7","R4","disturbed","fert",449.481481503889,1991,-9.0958677685951,6.10809465507389,1,1
"8/5/91","T7","R5","disturbed","fert",928.111111111111,1991,-9.0958677685951,6.83315145741969,1,1
"8/5/91","T7","R6","disturbed","fert",203.58333336125,1991,-9.0958677685951,5.31607542160687,1,1
"8/5/97","T7","R5","not.disturbed","no.fert",30.8025,1997,-3.0958677685951,3.42759585551669,0,0
"8/5/97","T7","R6","not.disturbed","no.fert",42.786,1997,-3.0958677685951,3.75621094627422,0,0
"8/5/97","T7","R5","not.disturbed","fert",44.2,1997,-3.0958677685951,3.78872478908365,1,0
"8/5/97","T7","R6","not.disturbed","fert",116.022857142857,1997,-3.0958677685951,4.75378721603065,1,0
"8/7/00","T7","R5","not.disturbed","no.fert",25.3082352941176,2000,-0.0958677685950988,3.23112984846434,0,0
"8/7/00","T7","R6","not.disturbed","no.fert",13.0755555555556,2000,-0.0958677685950988,2.57074449895696,0,0
"8/7/00","T7","R5","not.disturbed","fert",60.4347058823529,2000,-0.0958677685950988,4.1015635406222,1,0
"8/7/00","T7","R6","not.disturbed","fert",36.0042857142857,2000,-0.0958677685950988,3.58363797898955,1,0
"8/7/02","T7","R4","not.disturbed","no.fert",37.119375,2002,1.9041322314049,3.61413907049177,0,0
"8/7/02","T7","R5","not.disturbed","no.fert",36.8377777777778,2002,1.9041322314049,3.6065238886605,0,0
"8/7/02","T7","R6","not.disturbed","no.fert",17.19,2002,1.9041322314049,2.84432781939476,0,0
"8/7/02","T7","R4","not.disturbed","fert",47.9693333333333,2002,1.9041322314049,3.87056191784253,1,0
"8/7/02","T7","R5","not.disturbed","fert",39.618125,2002,1.9041322314049,3.67928671556702,1,0
"8/7/02","T7","R6","not.disturbed","fert",59.4871428571429,2002,1.9041322314049,4.08576020276697,1,0
"8/8/01","T7","R5","not.disturbed","no.fert",41.7592857142857,2001,0.904132231404901,3.73192183888513,0,0
"8/8/01","T7","R6","not.disturbed","no.fert",37.9125,2001,0.904132231404901,3.6352808730147,0,0
"8/8/01","T7","R5","not.disturbed","fert",41.3272222222222,2001,0.904132231404901,3.72152141654375,1,0
"8/8/01","T7","R6","not.disturbed","fert",84.485,2001,0.904132231404901,4.43657400381261,1,0
"8/8/02","T7","R1","not.disturbed","no.fert",66.3238888888889,2002,1.9041322314049,4.19455014736013,0,0
"8/8/02","T7","R2","not.disturbed","no.fert",73.4526666666667,2002,1.9041322314049,4.29664120783786,0,0
"8/8/02","T7","R3","not.disturbed","no.fert",46.464,2002,1.9041322314049,3.83867781920233,0,0
"8/8/02","T7","R1","not.disturbed","fert",54.1413333333333,2002,1.9041322314049,3.99159791139183,1,0
"8/8/02","T7","R2","not.disturbed","fert",75.423,2002,1.9041322314049,4.32311226828653,1,0
"8/8/02","T7","R3","not.disturbed","fert",75.4357692307692,2002,1.9041322314049,4.32328155550616,1,0
"8/8/06","T7","R1","not.disturbed","no.fert",103.695833333333,2006,5.9041322314049,4.64146193442182,0,0
"8/8/06","T7","R2","not.disturbed","no.fert",59.8365,2006,5.9041322314049,4.09161584265084,0,0
"8/8/06","T7","R3","not.disturbed","no.fert",49.5344736842105,2006,5.9041322314049,3.90266886523905,0,0
"8/8/06","T7","R4","not.disturbed","no.fert",55.9560526315789,2006,5.9041322314049,4.0245666082024,0,0
"8/8/06","T7","R5","not.disturbed","no.fert",29.6094117647059,2006,5.9041322314049,3.3880922758137,0,0
"8/8/06","T7","R6","not.disturbed","no.fert",21.4321052631579,2006,5.9041322314049,3.06489004372511,0,0
"8/8/06","T7","R1","not.disturbed","fert",90.5882142857143,2006,5.9041322314049,4.50632411944049,1,0
"8/8/06","T7","R2","not.disturbed","fert",80.7122222222222,2006,5.9041322314049,4.39089001637593,1,0
"8/8/06","T7","R3","not.disturbed","fert",80.1975,2006,5.9041322314049,4.38449234231678,1,0
"8/8/06","T7","R4","not.disturbed","fert",71.705625,2006,5.9041322314049,4.27256919641123,1,0
"8/8/06","T7","R5","not.disturbed","fert",40.2061764705882,2006,5.9041322314049,3.69402062736999,1,0
"8/8/06","T7","R6","not.disturbed","fert",34.8956666666667,2006,5.9041322314049,3.55236265722047,1,0
"8/8/07","T7","R1","not.disturbed","no.fert",38.44125,2007,6.9041322314049,3.64913110178358,0,0
"8/8/07","T7","R2","not.disturbed","no.fert",62.779375,2007,6.9041322314049,4.13962659596444,0,0
"8/8/07","T7","R3","not.disturbed","no.fert",45.9068421052632,2007,6.9041322314049,3.82661417143149,0,0
"8/8/07","T7","R4","not.disturbed","no.fert",38.4194444444444,2007,6.9041322314049,3.64856369717455,0,0
"8/8/07","T7","R5","not.disturbed","no.fert",54.016,2007,6.9041322314049,3.98928029897349,0,0
"8/8/07","T7","R6","not.disturbed","no.fert",29.6758823529412,2007,6.9041322314049,3.39033467393545,0,0
"8/8/07","T7","R1","not.disturbed","fert",68.3188888888889,2007,6.9041322314049,4.22418628601213,1,0
"8/8/07","T7","R2","not.disturbed","fert",93.5915384615385,2007,6.9041322314049,4.53893997834519,1,0
"8/8/07","T7","R3","not.disturbed","fert",55.58,2007,6.9041322314049,4.01782342431436,1,0
"8/8/07","T7","R4","not.disturbed","fert",28.716,2007,6.9041322314049,3.35745445871424,1,0
"8/8/07","T7","R5","not.disturbed","fert",81.052,2007,6.9041322314049,4.39509092400308,1,0
"8/8/07","T7","R6","not.disturbed","fert",18.948,2007,6.9041322314049,2.94169838506151,1,0
"8/8/90","T7","R1","not.disturbed","no.fert",276.022222244667,1990,-10.0958677685951,5.62048137785519,0,0
"8/8/90","T7","R2","not.disturbed","no.fert",185.444444422727,1990,-10.0958677685951,5.22275534620851,0,0
"8/8/90","T7","R3","not.disturbed","no.fert",373.925925888889,1990,-10.0958677685951,5.92405771867762,0,0
"8/8/90","T7","R4","not.disturbed","no.fert",138.590476173333,1990,-10.0958677685951,4.93152336991674,0,0
"8/8/90","T7","R5","not.disturbed","no.fert",202.722222238889,1990,-10.0958677685951,5.3118366786225,0,0
"8/8/90","T7","R6","not.disturbed","no.fert",234.732323221212,1990,-10.0958677685951,5.45844581481103,0,0
"8/8/90","T7","R1","not.disturbed","fert",242.016666667667,1990,-10.0958677685951,5.48900659431277,1,0
"8/8/90","T7","R2","not.disturbed","fert",218.77499998625,1990,-10.0958677685951,5.38804380435904,1,0
"8/8/90","T7","R3","not.disturbed","fert",169.990123444074,1990,-10.0958677685951,5.13574033797474,1,0
"8/8/90","T7","R4","not.disturbed","fert",82.7407407422222,1990,-10.0958677685951,4.41571211364272,1,0
"8/8/90","T7","R5","not.disturbed","fert",249,1990,-10.0958677685951,5.51745289646471,1,0
"8/8/90","T7","R6","not.disturbed","fert",493.092592629444,1990,-10.0958677685951,6.20069697107191,1,0
"8/8/90","T7","R1","disturbed","no.fert",94.8333333372222,1990,-10.0958677685951,4.55212096493928,0,1
"8/8/90","T7","R2","disturbed","no.fert",106.047619061905,1990,-10.0958677685951,4.66388822966865,0,1
"8/8/90","T7","R3","disturbed","no.fert",180.166666645,1990,-10.0958677685951,5.19388234829089,0,1
"8/8/90","T7","R4","disturbed","no.fert",123.349206345714,1990,-10.0958677685951,4.8150194087894,0,1
"8/8/90","T7","R5","disturbed","no.fert",280.377777777333,1990,-10.0958677685951,5.63613790015584,0,1
"8/8/90","T7","R6","disturbed","no.fert",109.112121210909,1990,-10.0958677685951,4.69237598850919,0,1
"8/8/90","T7","R1","disturbed","fert",162.111111104667,1990,-10.0958677685951,5.08828197114681,1,1
"8/8/90","T7","R2","disturbed","fert",244.074074112778,1990,-10.0958677685951,5.4974717616508,1,1
"8/8/90","T7","R3","disturbed","fert",254.861111139167,1990,-10.0958677685951,5.54071873457674,1,1
"8/8/90","T7","R4","disturbed","fert",189.311111136,1990,-10.0958677685951,5.24339175240399,1,1
